'Time','SaO2','PR','EEG(sec)','ECG','EMG','EOG(L)','EOG(R)','EEG','AIRFLOW','THOR RES','ABDO RES'
'[23:30:55.304]',96.011,59.284,12.745,-0.220,2.188,-43.137,-24.510,-0.000,-3.984,-0.847,-0.565
'[23:30:55.308]',96.011,59.284,12.745,-0.227,2.188,-43.137,-24.510,-0.000,-3.984,-0.847,-0.565
'[23:30:55.312]',96.011,59.284,12.745,-0.227,-10.455,-43.137,-24.510,-0.000,-3.984,-0.847,-0.565
'[23:30:55.316]',96.011,59.284,12.745,-0.227,-10.455,-43.137,-24.510,-0.000,-3.984,-0.847,-0.565
'[23:30:55.320]',96.011,59.284,3.922,-0.235,-14.831,-38.235,-27.451,4.902,-3.984,-0.847,-0.565
'[23:30:55.324]',96.011,59.284,3.922,-0.243,-14.831,-38.235,-27.451,4.902,-3.984,-0.847,-0.565
'[23:30:55.328]',96.011,59.284,-1.961,-0.243,5.106,-38.235,-27.451,8.824,-3.984,-0.847,-0.565
'[23:30:55.332]',96.011,59.284,-1.961,-0.251,5.106,-38.235,-27.451,8.824,-3.984,-0.847,-0.565
'[23:30:55.336]',96.011,59.284,-4.902,-0.251,-25.286,-38.235,-27.451,7.843,-3.984,-0.847,-0.565
'[23:30:55.340]',96.011,59.284,-4.902,-0.259,-25.286,-38.235,-28.431,7.843,-3.984,-0.847,-0.565
'[23:30:55.344]',96.011,59.284,-4.902,-0.267,12.886,-38.235,-28.431,1.961,-3.984,-0.847,-0.565
'[23:30:55.348]',96.011,59.284,-4.902,-0.259,12.886,-38.235,-28.431,1.961,-3.984,-0.847,-0.565
'[23:30:55.352]',96.011,59.284,2.941,-0.259,1.945,-38.235,-28.431,-0.000,-3.984,-0.847,-0.565
'[23:30:55.356]',96.011,59.284,2.941,-0.267,1.945,-38.235,-28.431,-0.000,-3.984,-0.847,-0.565
'[23:30:55.360]',96.011,59.284,6.863,-0.275,-5.835,-41.176,-29.412,5.882,-3.984,-0.847,-0.565
'[23:30:55.364]',96.011,59.284,6.863,-0.267,-5.835,-41.176,-29.412,5.882,-3.984,-0.847,-0.565
'[23:30:55.368]',96.011,59.284,12.745,-0.267,17.506,-41.176,-29.412,14.706,-3.984,-0.847,-0.565
'[23:30:55.372]',96.011,59.284,12.745,-0.275,17.506,-41.176,-29.412,14.706,-3.984,-0.847,-0.565
'[23:30:55.376]',96.011,59.284,16.667,-0.275,7.051,-41.176,-29.412,18.627,-3.984,-0.847,-0.565
'[23:30:55.380]',96.011,59.284,16.667,-0.267,7.051,-47.059,-24.510,18.627,-3.984,-0.847,-0.565
'[23:30:55.384]',96.011,59.284,23.529,-0.267,-2.188,-47.059,-24.510,14.706,-3.984,-0.847,-0.565
'[23:30:55.388]',96.011,59.284,23.529,-0.267,-2.188,-47.059,-24.510,14.706,-3.984,-0.847,-0.565
'[23:30:55.392]',96.011,59.284,23.529,-0.267,-9.969,-47.059,-24.510,8.824,-3.984,-0.847,-0.565
'[23:30:55.396]',96.011,59.284,23.529,-0.267,-9.969,-47.059,-24.510,8.824,-3.984,-0.847,-0.565
'[23:30:55.400]',96.011,59.284,18.627,-0.259,-15.804,-35.294,-18.627,5.882,-3.984,-0.847,-0.565
'[23:30:55.404]',96.011,59.284,18.627,-0.267,-15.804,-35.294,-18.627,5.882,-3.984,-0.847,-0.565
'[23:30:55.408]',96.011,59.284,7.843,-0.275,-0.973,-35.294,-18.627,6.863,-3.984,-0.847,-0.565
'[23:30:55.412]',96.011,59.284,7.843,-0.267,-0.973,-35.294,-18.627,6.863,-3.984,-0.847,-0.565
'[23:30:55.416]',96.011,59.284,7.843,-0.267,0.243,-35.294,-18.627,10.784,-3.984,-0.847,-0.565
'[23:30:55.420]',96.011,59.284,7.843,-0.259,0.243,-48.039,-37.255,10.784,-3.984,-0.847,-0.565
'[23:30:55.424]',96.011,59.284,9.804,-0.267,-4.376,-48.039,-37.255,15.686,-3.984,-0.847,-0.565
'[23:30:55.428]',96.011,59.284,9.804,-0.267,-4.376,-48.039,-37.255,15.686,-3.984,-0.847,-0.565
'[23:30:55.432]',96.011,59.284,8.824,-0.259,3.647,-48.039,-37.255,18.627,-3.984,-0.847,-0.565
'[23:30:55.436]',96.011,59.284,8.824,-0.259,3.647,-48.039,-37.255,18.627,-3.984,-0.847,-0.565
'[23:30:55.440]',96.011,59.284,0.980,-0.267,-2.918,-54.902,-37.255,15.686,-3.984,-0.847,-0.565
'[23:30:55.444]',96.011,59.284,0.980,-0.267,-2.918,-54.902,-37.255,15.686,-3.984,-0.847,-0.565
'[23:30:55.448]',96.011,59.284,-0.980,-0.259,-0.973,-54.902,-37.255,3.922,-3.984,-0.847,-0.565
'[23:30:55.452]',96.011,59.284,-0.980,-0.259,-0.973,-54.902,-37.255,3.922,-3.984,-0.847,-0.565
'[23:30:55.456]',96.011,59.284,-3.922,-0.259,24.071,-54.902,-37.255,-6.863,-3.984,-0.847,-0.565
'[23:30:55.460]',96.011,59.284,-3.922,-0.267,24.071,-45.098,-32.353,-6.863,-3.984,-0.847,-0.565
'[23:30:55.464]',96.011,59.284,0.980,-0.259,-10.698,-45.098,-32.353,-11.765,-3.984,-0.847,-0.565
'[23:30:55.468]',96.011,59.284,0.980,-0.251,-10.698,-45.098,-32.353,-11.765,-3.984,-0.847,-0.565
'[23:30:55.472]',96.011,59.284,2.941,-0.251,-14.588,-45.098,-32.353,-7.843,-3.984,-0.847,-0.565
'[23:30:55.476]',96.011,59.284,2.941,-0.259,-14.588,-45.098,-32.353,-7.843,-3.984,-0.847,-0.565
'[23:30:55.480]',96.011,59.284,16.667,-0.251,6.322,-39.216,-23.529,-1.961,-3.984,-0.847,-0.565
'[23:30:55.484]',96.011,59.284,16.667,-0.251,6.322,-39.216,-23.529,-1.961,-3.984,-0.847,-0.565
'[23:30:55.488]',96.011,59.284,25.490,-0.251,-1.702,-39.216,-23.529,8.824,-3.984,-0.847,-0.565
'[23:30:55.492]',96.011,59.284,25.490,-0.259,-1.702,-39.216,-23.529,8.824,-3.984,-0.847,-0.565
'[23:30:55.496]',96.011,59.284,29.412,-0.251,-4.620,-39.216,-23.529,20.588,-3.984,-0.847,-0.565
'[23:30:55.500]',96.011,59.284,29.412,-0.243,-4.620,-40.196,-34.314,20.588,-3.984,-0.816,-0.565
'[23:30:55.504]',96.011,59.284,24.510,-0.243,9.969,-40.196,-34.314,25.490,-3.984,-0.816,-0.565
'[23:30:55.508]',96.011,59.284,24.510,-0.251,9.969,-40.196,-34.314,25.490,-3.984,-0.816,-0.565
'[23:30:55.512]',96.011,59.284,17.647,-0.251,-4.620,-40.196,-34.314,21.569,-3.984,-0.816,-0.565
'[23:30:55.516]',96.011,59.284,17.647,-0.243,-4.620,-40.196,-34.314,21.569,-3.984,-0.816,-0.565
'[23:30:55.520]',96.011,59.284,5.882,-0.243,-11.914,-41.176,-30.392,9.804,-3.984,-0.816,-0.565
'[23:30:55.524]',96.011,59.284,5.882,-0.251,-11.914,-41.176,-30.392,9.804,-3.984,-0.816,-0.565
'[23:30:55.528]',96.011,59.284,-6.863,-0.251,17.992,-41.176,-30.392,-4.902,-3.984,-0.816,-0.565
'[23:30:55.532]',96.011,59.284,-6.863,-0.243,17.992,-41.176,-30.392,-4.902,-3.984,-0.816,-0.565
'[23:30:55.536]',96.011,59.284,-11.765,-0.243,-12.400,-41.176,-30.392,-16.667,-3.984,-0.816,-0.565
'[23:30:55.540]',96.011,59.284,-11.765,-0.243,-12.400,-49.020,-35.294,-16.667,-3.984,-0.816,-0.565
'[23:30:55.544]',96.011,59.284,-8.824,-0.243,-14.588,-49.020,-35.294,-15.686,-3.984,-0.816,-0.565
'[23:30:55.548]',96.011,59.284,-8.824,-0.243,-14.588,-49.020,-35.294,-15.686,-3.984,-0.816,-0.565
'[23:30:55.552]',96.011,59.284,-5.882,-0.243,2.431,-49.020,-35.294,-6.863,-3.984,-0.816,-0.565
'[23:30:55.556]',96.011,59.284,-5.882,-0.243,2.431,-49.020,-35.294,-6.863,-3.984,-0.816,-0.565
'[23:30:55.560]',96.011,59.284,-8.824,-0.251,2.188,-57.843,-48.039,-2.941,-3.984,-0.816,-0.565
'[23:30:55.564]',96.011,59.284,-8.824,-0.243,2.188,-57.843,-48.039,-2.941,-3.984,-0.816,-0.565
'[23:30:55.568]',96.011,59.284,-16.667,-0.243,10.698,-57.843,-48.039,-4.902,-3.984,-0.816,-0.565
'[23:30:55.572]',96.011,59.284,-16.667,-0.251,10.698,-57.843,-48.039,-4.902,-3.984,-0.816,-0.565
'[23:30:55.576]',96.011,59.284,-21.569,-0.251,-4.376,-57.843,-48.039,-8.824,-3.984,-0.816,-0.565
'[23:30:55.580]',96.011,59.284,-21.569,-0.243,-4.376,-54.902,-49.020,-8.824,-3.984,-0.816,-0.565
'[23:30:55.584]',96.011,59.284,-13.725,-0.243,1.216,-54.902,-49.020,-12.745,-3.984,-0.816,-0.565
'[23:30:55.588]',96.011,59.284,-13.725,-0.243,1.216,-54.902,-49.020,-12.745,-3.984,-0.816,-0.565
'[23:30:55.592]',96.011,59.284,-4.902,-0.251,-8.753,-54.902,-49.020,-11.765,-3.984,-0.816,-0.565
'[23:30:55.596]',96.011,59.284,-4.902,-0.251,-8.753,-54.902,-49.020,-11.765,-3.984,-0.816,-0.565
'[23:30:55.600]',96.011,59.284,0.980,-0.243,1.945,-46.078,-42.157,-3.922,-3.984,-0.784,-0.565
'[23:30:55.604]',96.011,59.284,0.980,-0.251,1.945,-46.078,-42.157,-3.922,-3.984,-0.784,-0.565
'[23:30:55.608]',96.011,59.284,-5.882,-0.251,4.376,-46.078,-42.157,0.980,-3.984,-0.784,-0.565
'[23:30:55.612]',96.011,59.284,-5.882,-0.251,4.376,-46.078,-42.157,0.980,-3.984,-0.784,-0.565
'[23:30:55.616]',96.011,59.284,-8.824,-0.243,-14.345,-46.078,-42.157,-2.941,-3.984,-0.784,-0.565
'[23:30:55.620]',96.011,59.284,-8.824,-0.251,-14.345,-52.941,-46.078,-2.941,-3.984,-0.784,-0.565
'[23:30:55.624]',96.011,59.284,-6.863,-0.251,17.749,-52.941,-46.078,-12.745,-3.984,-0.784,-0.565
'[23:30:55.628]',96.011,59.284,-6.863,-0.251,17.749,-52.941,-46.078,-12.745,-3.984,-0.784,-0.565
'[23:30:55.632]',96.011,59.284,7.843,-0.251,3.161,-52.941,-46.078,-19.608,-3.984,-0.784,-0.565
'[23:30:55.636]',96.011,59.284,7.843,-0.243,3.161,-52.941,-46.078,-19.608,-3.984,-0.784,-0.565
'[23:30:55.640]',96.011,59.284,12.745,-0.259,-8.996,-54.902,-44.118,-19.608,-3.984,-0.784,-0.565
'[23:30:55.644]',96.011,59.284,12.745,-0.251,-8.996,-54.902,-44.118,-19.608,-3.984,-0.784,-0.565
'[23:30:55.648]',96.011,59.284,12.745,-0.243,-1.702,-54.902,-44.118,-13.725,-3.984,-0.784,-0.565
'[23:30:55.652]',96.011,59.284,12.745,-0.235,-1.702,-54.902,-44.118,-13.725,-3.984,-0.784,-0.565
'[23:30:55.656]',96.011,59.284,0.980,-0.243,-6.808,-54.902,-44.118,-5.882,-3.984,-0.784,-0.565
'[23:30:55.660]',96.011,59.284,0.980,-0.227,-6.808,-48.039,-45.098,-5.882,-3.984,-0.784,-0.565
'[23:30:55.664]',96.011,59.284,-5.882,-0.220,-5.106,-48.039,-45.098,-1.961,-3.984,-0.784,-0.565
'[23:30:55.668]',96.011,59.284,-5.882,-0.212,-5.106,-48.039,-45.098,-1.961,-3.984,-0.784,-0.565
'[23:30:55.672]',96.011,59.284,-16.667,-0.220,2.431,-48.039,-45.098,-1.961,-3.984,-0.784,-0.565
'[23:30:55.676]',96.011,59.284,-16.667,-0.220,2.431,-48.039,-45.098,-1.961,-3.984,-0.784,-0.565
'[23:30:55.680]',96.011,59.284,-26.471,-0.212,-5.106,-33.333,-44.118,-4.902,-3.984,-0.784,-0.565
'[23:30:55.684]',96.011,59.284,-26.471,-0.212,-5.106,-33.333,-44.118,-4.902,-3.984,-0.784,-0.565
'[23:30:55.688]',96.011,59.284,-36.275,-0.212,11.427,-33.333,-44.118,-5.882,-3.984,-0.784,-0.565
'[23:30:55.692]',96.011,59.284,-36.275,-0.204,11.427,-33.333,-44.118,-5.882,-3.984,-0.784,-0.565
'[23:30:55.696]',96.011,59.284,-35.294,-0.196,0.729,-33.333,-44.118,-9.804,-3.984,-0.784,-0.565
'[23:30:55.700]',96.011,59.284,-35.294,-0.188,0.729,-41.176,-51.961,-9.804,-3.984,-0.722,-0.533
'[23:30:55.704]',96.011,59.284,-24.510,-0.188,-0.243,-41.176,-51.961,-16.667,-3.984,-0.722,-0.533
'[23:30:55.708]',96.011,59.284,-24.510,-0.196,-0.243,-41.176,-51.961,-16.667,-3.984,-0.722,-0.533
'[23:30:55.712]',96.011,59.284,-13.725,-0.196,-1.459,-41.176,-51.961,-19.608,-3.984,-0.722,-0.533
'[23:30:55.716]',96.011,59.284,-13.725,-0.196,-1.459,-41.176,-51.961,-19.608,-3.984,-0.722,-0.533
'[23:30:55.720]',96.011,59.284,-11.765,-0.204,11.671,-29.412,-31.373,-23.529,-3.984,-0.722,-0.533
'[23:30:55.724]',96.011,59.284,-11.765,-0.220,11.671,-29.412,-31.373,-23.529,-3.984,-0.722,-0.533
'[23:30:55.728]',96.011,59.284,-9.804,-0.220,4.133,-29.412,-31.373,-30.392,-3.984,-0.722,-0.533
'[23:30:55.732]',96.011,59.284,-9.804,-0.227,4.133,-29.412,-31.373,-30.392,-3.984,-0.722,-0.533
'[23:30:55.736]',96.011,59.284,-2.941,-0.227,-6.322,-29.412,-31.373,-32.353,-3.984,-0.722,-0.533
'[23:30:55.740]',96.011,59.284,-2.941,-0.235,-6.322,-22.549,-27.451,-32.353,-3.984,-0.722,-0.533
'[23:30:55.744]',96.011,59.284,6.863,-0.235,3.647,-22.549,-27.451,-21.569,-3.984,-0.722,-0.533
'[23:30:55.748]',96.011,59.284,6.863,-0.235,3.647,-22.549,-27.451,-21.569,-3.984,-0.722,-0.533
'[23:30:55.752]',96.011,59.284,14.706,-0.235,-3.161,-22.549,-27.451,-6.863,-3.984,-0.722,-0.533
'[23:30:55.756]',96.011,59.284,14.706,-0.259,-3.161,-22.549,-27.451,-6.863,-3.984,-0.722,-0.533
'[23:30:55.760]',96.011,59.284,12.745,-0.275,9.725,-0.980,-9.804,4.902,-3.984,-0.722,-0.533
'[23:30:55.764]',96.011,59.284,12.745,-0.275,9.725,-0.980,-9.804,4.902,-3.984,-0.722,-0.533
'[23:30:55.768]',96.011,59.284,9.804,-0.282,-1.945,-0.980,-9.804,4.902,-3.984,-0.722,-0.533
'[23:30:55.772]',96.011,59.284,9.804,-0.282,-1.945,-0.980,-9.804,4.902,-3.984,-0.722,-0.533
'[23:30:55.776]',96.011,59.284,5.882,-0.290,-1.702,-0.980,-9.804,0.980,-3.984,-0.722,-0.533
'[23:30:55.780]',96.011,59.284,5.882,-0.290,-1.702,8.824,-5.882,0.980,-3.984,-0.722,-0.533
'[23:30:55.784]',96.011,59.284,-0.980,-0.282,2.431,8.824,-5.882,-6.863,-3.984,-0.722,-0.533
'[23:30:55.788]',96.011,59.284,-0.980,-0.290,2.431,8.824,-5.882,-6.863,-3.984,-0.722,-0.533
'[23:30:55.792]',96.011,59.284,-14.706,-0.290,4.133,8.824,-5.882,-16.667,-3.984,-0.722,-0.533
'[23:30:55.796]',96.011,59.284,-14.706,-0.290,4.133,8.824,-5.882,-16.667,-3.984,-0.722,-0.533
'[23:30:55.800]',96.011,59.284,-21.569,-0.282,9.725,10.784,-12.745,-24.510,-3.733,-0.659,-0.502
'[23:30:55.804]',96.011,59.284,-21.569,-0.290,9.725,10.784,-12.745,-24.510,-3.733,-0.659,-0.502
'[23:30:55.808]',96.011,59.284,-20.588,-0.290,-0.973,10.784,-12.745,-23.529,-3.733,-0.659,-0.502
'[23:30:55.812]',96.011,59.284,-20.588,-0.282,-0.973,10.784,-12.745,-23.529,-3.733,-0.659,-0.502
'[23:30:55.816]',96.011,59.284,-9.804,-0.275,-0.486,10.784,-12.745,-15.686,-3.733,-0.659,-0.502
'[23:30:55.820]',96.011,59.284,-9.804,-0.282,-0.486,32.353,6.863,-15.686,-3.733,-0.659,-0.502
'[23:30:55.824]',96.011,59.284,-0.980,-0.282,14.831,32.353,6.863,-6.863,-3.733,-0.659,-0.502
'[23:30:55.828]',96.011,59.284,-0.980,-0.267,14.831,32.353,6.863,-6.863,-3.733,-0.659,-0.502
'[23:30:55.832]',96.011,59.284,6.863,-0.227,0.729,32.353,6.863,-2.941,-3.733,-0.659,-0.502
'[23:30:55.836]',96.011,59.284,6.863,-0.157,0.729,32.353,6.863,-2.941,-3.733,-0.659,-0.502
'[23:30:55.840]',96.011,59.284,3.922,-0.031,1.945,49.020,15.686,0.980,-3.733,-0.659,-0.502
'[23:30:55.844]',96.011,59.284,3.922,0.157,1.945,49.020,15.686,0.980,-3.733,-0.659,-0.502
'[23:30:55.848]',96.011,59.284,-0.000,0.400,8.510,49.020,15.686,4.902,-3.733,-0.659,-0.502
'[23:30:55.852]',96.011,59.284,-0.000,0.635,8.510,49.020,15.686,4.902,-3.733,-0.659,-0.502
'[23:30:55.856]',96.011,59.284,-3.922,0.808,10.212,49.020,15.686,4.902,-3.733,-0.659,-0.502
'[23:30:55.860]',96.011,59.284,-3.922,0.871,10.212,54.902,24.510,4.902,-3.733,-0.659,-0.502
'[23:30:55.864]',96.011,59.284,0.980,0.769,6.565,54.902,24.510,4.902,-3.733,-0.659,-0.502
'[23:30:55.868]',96.011,59.284,0.980,0.486,6.565,54.902,24.510,4.902,-3.733,-0.659,-0.502
'[23:30:55.872]',96.011,59.284,-0.000,0.047,-10.455,54.902,24.510,3.922,-3.733,-0.659,-0.502
'[23:30:55.876]',96.011,59.284,-0.000,-0.416,-10.455,54.902,24.510,3.922,-3.733,-0.659,-0.502
'[23:30:55.880]',96.011,59.284,0.980,-0.737,-0.973,53.922,28.431,-1.961,-3.733,-0.659,-0.502
'[23:30:55.884]',96.011,59.284,0.980,-0.863,-0.973,53.922,28.431,-1.961,-3.733,-0.659,-0.502
'[23:30:55.888]',96.011,59.284,-1.961,-0.824,8.510,53.922,28.431,-10.784,-3.733,-0.659,-0.502
'[23:30:55.892]',96.011,59.284,-1.961,-0.690,8.510,53.922,28.431,-10.784,-3.733,-0.659,-0.502
'[23:30:55.896]',96.011,59.284,-0.980,-0.525,-5.592,53.922,28.431,-12.745,-3.733,-0.659,-0.502
'[23:30:55.900]',96.011,59.284,-0.980,-0.400,-5.592,60.784,29.412,-12.745,-3.325,-0.627,-0.502
'[23:30:55.904]',96.011,59.284,4.902,-0.337,8.024,60.784,29.412,-7.843,-3.325,-0.627,-0.502
'[23:30:55.908]',96.011,59.284,4.902,-0.314,8.024,60.784,29.412,-7.843,-3.325,-0.627,-0.502
'[23:30:55.912]',96.011,59.284,11.765,-0.314,-2.188,60.784,29.412,-0.000,-3.325,-0.627,-0.502
'[23:30:55.916]',96.011,59.284,11.765,-0.314,-2.188,60.784,29.412,-0.000,-3.325,-0.627,-0.502
'[23:30:55.920]',96.011,59.284,14.706,-0.314,13.129,74.510,43.137,5.882,-3.325,-0.627,-0.502
'[23:30:55.924]',96.011,59.284,14.706,-0.322,13.129,74.510,43.137,5.882,-3.325,-0.627,-0.502
'[23:30:55.928]',96.011,59.284,17.647,-0.314,12.400,74.510,43.137,11.765,-3.325,-0.627,-0.502
'[23:30:55.932]',96.011,59.284,17.647,-0.306,12.400,74.510,43.137,11.765,-3.325,-0.627,-0.502
'[23:30:55.936]',96.011,59.284,15.686,-0.298,-10.455,74.510,43.137,18.627,-3.325,-0.627,-0.502
'[23:30:55.940]',96.011,59.284,15.686,-0.298,-10.455,76.471,44.118,18.627,-3.325,-0.627,-0.502
'[23:30:55.944]',96.011,59.284,7.843,-0.298,-11.671,76.471,44.118,25.490,-3.325,-0.627,-0.502
'[23:30:55.948]',96.011,59.284,7.843,-0.290,-11.671,76.471,44.118,25.490,-3.325,-0.627,-0.502
'[23:30:55.952]',96.011,59.284,-6.863,-0.290,2.431,76.471,44.118,22.549,-3.325,-0.627,-0.502
'[23:30:55.956]',96.011,59.284,-6.863,-0.290,2.431,76.471,44.118,22.549,-3.325,-0.627,-0.502
'[23:30:55.960]',96.011,59.284,-26.471,-0.290,8.510,65.686,23.529,13.725,-3.325,-0.627,-0.502
'[23:30:55.964]',96.011,59.284,-26.471,-0.290,8.510,65.686,23.529,13.725,-3.325,-0.627,-0.502
'[23:30:55.968]',96.011,59.284,-30.392,-0.282,5.592,65.686,23.529,1.961,-3.325,-0.627,-0.502
'[23:30:55.972]',96.011,59.284,-30.392,-0.282,5.592,65.686,23.529,1.961,-3.325,-0.627,-0.502
'[23:30:55.976]',96.011,59.284,-18.627,-0.282,1.945,65.686,23.529,-9.804,-3.325,-0.627,-0.502
'[23:30:55.980]',96.011,59.284,-18.627,-0.282,1.945,70.588,42.157,-9.804,-3.325,-0.627,-0.502
'[23:30:55.984]',96.011,59.284,3.922,-0.275,-10.455,70.588,42.157,-13.725,-3.325,-0.627,-0.502
'[23:30:55.988]',96.011,59.284,3.922,-0.275,-10.455,70.588,42.157,-13.725,-3.325,-0.627,-0.502
'[23:30:55.992]',96.011,59.284,16.667,-0.275,-3.890,70.588,42.157,-4.902,-3.325,-0.627,-0.502
'[23:30:55.996]',96.011,59.284,16.667,-0.275,-3.890,70.588,42.157,-4.902,-3.325,-0.627,-0.502
'[23:30:56.000]',96.011,60.284,23.529,-0.267,-6.078,93.137,50.980,9.804,-2.918,-0.565,-0.502
'[23:30:56.004]',96.011,60.284,23.529,-0.267,-6.078,93.137,50.980,9.804,-2.918,-0.565,-0.502
'[23:30:56.008]',96.011,60.284,18.627,-0.275,7.537,93.137,50.980,23.529,-2.918,-0.565,-0.502
'[23:30:56.012]',96.011,60.284,18.627,-0.267,7.537,93.137,50.980,23.529,-2.918,-0.565,-0.502
'[23:30:56.016]',96.011,60.284,13.725,-0.259,-14.831,93.137,50.980,26.471,-2.918,-0.565,-0.502
'[23:30:56.020]',96.011,60.284,13.725,-0.259,-14.831,77.451,41.176,26.471,-2.918,-0.565,-0.502
'[23:30:56.024]',96.011,60.284,6.863,-0.259,-12.643,77.451,41.176,18.627,-2.918,-0.565,-0.502
'[23:30:56.028]',96.011,60.284,6.863,-0.259,-12.643,77.451,41.176,18.627,-2.918,-0.565,-0.502
'[23:30:56.032]',96.011,60.284,10.784,-0.251,-1.459,77.451,41.176,4.902,-2.918,-0.565,-0.502
'[23:30:56.036]',96.011,60.284,10.784,-0.259,-1.459,77.451,41.176,4.902,-2.918,-0.565,-0.502
'[23:30:56.040]',96.011,60.284,14.706,-0.259,4.620,80.392,45.098,-3.922,-2.918,-0.565,-0.502
'[23:30:56.044]',96.011,60.284,14.706,-0.259,4.620,80.392,45.098,-3.922,-2.918,-0.565,-0.502
'[23:30:56.048]',96.011,60.284,16.667,-0.251,11.184,80.392,45.098,-0.000,-2.918,-0.565,-0.502
'[23:30:56.052]',96.011,60.284,16.667,-0.243,11.184,80.392,45.098,-0.000,-2.918,-0.565,-0.502
'[23:30:56.056]',96.011,60.284,4.902,-0.251,-3.161,80.392,45.098,9.804,-2.918,-0.565,-0.502
'[23:30:56.060]',96.011,60.284,4.902,-0.243,-3.161,82.353,45.098,9.804,-2.918,-0.565,-0.502
'[23:30:56.064]',96.011,60.284,-1.961,-0.235,-0.000,82.353,45.098,16.667,-2.918,-0.565,-0.502
'[23:30:56.068]',96.011,60.284,-1.961,-0.235,-0.000,82.353,45.098,16.667,-2.918,-0.565,-0.502
'[23:30:56.072]',96.011,60.284,-7.843,-0.235,5.835,82.353,45.098,19.608,-2.918,-0.565,-0.502
'[23:30:56.076]',96.011,60.284,-7.843,-0.235,5.835,82.353,45.098,19.608,-2.918,-0.565,-0.502
'[23:30:56.080]',96.011,60.284,-11.765,-0.227,-7.294,74.510,35.294,20.588,-2.918,-0.565,-0.502
'[23:30:56.084]',96.011,60.284,-11.765,-0.220,-7.294,74.510,35.294,20.588,-2.918,-0.565,-0.502
'[23:30:56.088]',96.011,60.284,-19.608,-0.220,-1.216,74.510,35.294,15.686,-2.918,-0.565,-0.502
'[23:30:56.092]',96.011,60.284,-19.608,-0.227,-1.216,74.510,35.294,15.686,-2.918,-0.565,-0.502
'[23:30:56.096]',96.011,60.284,-10.784,-0.220,-2.675,74.510,35.294,4.902,-2.918,-0.565,-0.502
'[23:30:56.100]',96.011,60.284,-10.784,-0.212,-2.675,85.294,46.078,4.902,-2.510,-0.565,-0.471
'[23:30:56.104]',96.011,60.284,2.941,-0.212,8.267,85.294,46.078,-1.961,-2.510,-0.565,-0.471
'[23:30:56.108]',96.011,60.284,2.941,-0.212,8.267,85.294,46.078,-1.961,-2.510,-0.565,-0.471
'[23:30:56.112]',96.011,60.284,18.627,-0.204,-2.675,85.294,46.078,3.922,-2.510,-0.565,-0.471
'[23:30:56.116]',96.011,60.284,18.627,-0.196,-2.675,85.294,46.078,3.922,-2.510,-0.565,-0.471
'[23:30:56.120]',96.011,60.284,24.510,-0.196,-6.078,93.137,55.882,18.627,-2.510,-0.565,-0.471
'[23:30:56.124]',96.011,60.284,24.510,-0.196,-6.078,93.137,55.882,18.627,-2.510,-0.565,-0.471
'[23:30:56.128]',96.011,60.284,19.608,-0.196,5.349,93.137,55.882,28.431,-2.510,-0.565,-0.471
'[23:30:56.132]',96.011,60.284,19.608,-0.188,5.349,93.137,55.882,28.431,-2.510,-0.565,-0.471
'[23:30:56.136]',96.011,60.284,13.725,-0.188,-2.918,93.137,55.882,22.549,-2.510,-0.565,-0.471
'[23:30:56.140]',96.011,60.284,13.725,-0.188,-2.918,81.373,42.157,22.549,-2.510,-0.565,-0.471
'[23:30:56.144]',96.011,60.284,10.784,-0.188,4.863,81.373,42.157,11.765,-2.510,-0.565,-0.471
'[23:30:56.148]',96.011,60.284,10.784,-0.180,4.863,81.373,42.157,11.765,-2.510,-0.565,-0.471
'[23:30:56.152]',96.011,60.284,10.784,-0.180,-0.973,81.373,42.157,9.804,-2.510,-0.565,-0.471
'[23:30:56.156]',96.011,60.284,10.784,-0.188,-0.973,81.373,42.157,9.804,-2.510,-0.565,-0.471
'[23:30:56.160]',96.011,60.284,11.765,-0.188,-9.725,84.314,52.941,12.745,-2.510,-0.565,-0.471
'[23:30:56.164]',96.011,60.284,11.765,-0.188,-9.725,84.314,52.941,12.745,-2.510,-0.565,-0.471
'[23:30:56.168]',96.011,60.284,9.804,-0.180,4.863,84.314,52.941,13.725,-2.510,-0.565,-0.471
'[23:30:56.172]',96.011,60.284,9.804,-0.188,4.863,84.314,52.941,13.725,-2.510,-0.565,-0.471
'[23:30:56.176]',96.011,60.284,2.941,-0.196,-2.675,84.314,52.941,13.725,-2.510,-0.565,-0.471
'[23:30:56.180]',96.011,60.284,2.941,-0.196,-2.675,78.431,51.961,13.725,-2.510,-0.565,-0.471
'[23:30:56.184]',96.011,60.284,-0.000,-0.196,-1.945,78.431,51.961,11.765,-2.510,-0.565,-0.471
'[23:30:56.188]',96.011,60.284,-0.000,-0.196,-1.945,78.431,51.961,11.765,-2.510,-0.565,-0.471
'[23:30:56.192]',96.011,60.284,-0.000,-0.204,-3.647,78.431,51.961,12.745,-2.510,-0.565,-0.471
'[23:30:56.196]',96.011,60.284,-0.000,-0.196,-3.647,78.431,51.961,12.745,-2.510,-0.565,-0.471
'[23:30:56.200]',96.011,60.284,4.902,-0.196,17.749,80.392,42.157,15.686,-2.133,-0.533,-0.471
'[23:30:56.204]',96.011,60.284,4.902,-0.204,17.749,80.392,42.157,15.686,-2.133,-0.533,-0.471
